Comment_ID,Comment_Name,Comment_Content,Comment_Time,情感标签,讽刺标签1,讽刺标签2
414862086,二刺圆是这样的,"关于旅行者就是科比的论证：

旅行者从高空坠落后昏迷不醒，科比坠落后也没醒；

旅行者以前很强但最近强度入土，科比也是以前很强现在入土；

旅行者手上拿的永远都是那把破烂无锋剑，科比手上打的永远都是篮球；

现在有很多关于旅行者的笑话，也有很多关于科比的笑话；

最后，旅行者和科比从来没有同时出现过[草莓猫Taffy_嬉皮笑脸]",2024/7/23,0,2,2
475722713,bili_475722713,关于mhy， 我来说几句公道话，不管怎么说，我们还是要客观评价mhy的。总的来说，他是过大于过、瑕不掩瑕，毁毁参半、贬贬不一、过过相抵的，请大家不要只盯着mhy的一些错误不放，还要注意到他的其他的错误。对于这样一个游戏公司，他的非非过过，自有公论[滑稽]@崩坏星穹铁道? @原神 @绝区零@原神动画项目? @米哈游miHoYo @崩坏星穹铁道,2024/7/22,0,2,2
1052019950,摸拟人生,五元素给头猪，猪都能当五灵王了。,2024/7/22,0,2,2
220404201,Fareyewell,"想起当时鸣潮开服时学长们搞团建，争论到漂泊者跟旅行者哪个好。然后就说旅行者可太好了，更有旅行的意义，而且也能合理见证诸多事迹，如魔女之旅那般，相比之下漂泊者这称谓可太俗了，完全没有漫步世界的感觉。

初闻只以为是疑惑纯度学长，如今才幡然醒悟他可太懂老米了[Mygo表情包_Love]",2024/7/22,0,2,2
2006771154,摧锐折荆,策划为了修补枫丹唯一没喂屎角色娜维娅的这一bug，特意加上散兵的剧情予以补偿，让玩家能在整个枫丹感受ntr的快乐[嗑瓜子],2024/7/22,0,2,2
272370763,未来坦克X-01,最顶级的在于还要强制你用黄毛摄像头甚至不给练好的试用，生怕大伙不知道这玩意是策划用长在下半身的大脑屙出来的三星角色,2024/7/22,0,2,2
456980045,银川墨雪,"问：活动剧情中，黄毛担任的什么角色？

答：诶????熟睡的丈夫～",2024/8/1,0,2,2
3.55E+15,江风吟cm,连米哈游都知道，你想要什么样的父母,2024/7/22,0,2,2
358872547,咲一笑啦,诶????我们换个角度想一下，假如有这样一个国家，它曾三度遭到地球母亲背叛，1海啸2地震3火山喷发。然后它入侵了别人，杀了很多无辜的人，摧毁了别人的家园。被打败后投降要救赎，然后把历史书上和这些有关的都删掉了。我们应该怎么看这样一个国家呢？,2024/7/25,0,2,2
287076921,我要看黑斯,诶????我们换个角度想一下，假如有这样一个国家，它曾三度遭到地球母亲背叛，1海啸2地震3火山喷发。然后它入侵了别人，杀了很多无辜的人，摧毁了别人的家园。被打败后投降要救赎，然后把历史书上和这些有关的都删掉了。我们应该怎么看这样一个国家呢？,2024/7/23,0,2,2
3920417,德洛栗丝Lz,太纯了，还有人出剧情超神的视频，甚至还拿辛美尔来带入主角，拿不到剑也可以当勇者，太夸张了。众人皆醉他独醒的态度真的值得mhy发个奖状。,2024/7/23,0,2,2
389827682,奶团子sama,剧情不错下次继续出这样的世界级剧情[吃瓜],2024/7/22,0,2,2
91515020,鲲一球定乾坤,写一本O神同人文，主角在提瓦特无恶不作，最后学SB撞树一波洗白[吃瓜],2024/7/22,0,2,2
78962848,鹿目缘香,米哈游剧情这次一点问题没有，觉得有问题的要自己找问题，还有我求你们别给白蚁流量了，不然就是老米买单,2024/7/22,0,2,2
2084228716,王马小吉的今夜,“世界级剧情”这个词已经沦落到跟“卧龙凤雏”一个下场了，谁提跟谁急??,2024/7/22,0,2,2
470986614,米哈游木琴似了,现在感觉“其他”才是原神的主角，黄毛不过是一个路人罢了五中元素力你给猪猪都能当五灵王可给我们的黄毛却只能当耐晕王，而且我不理解剧情里“其他”坏事做尽为什么还能通过世界树洗白，一下子从战犯变成教令院学者现在又成了勇者开始ntr我们的耐晕王果然原神不能代入主角啊[笑哭],2024/7/23,0,2,2
39168699,清风与雨夜,原来原神才是锁男加ml啊[笑哭],2024/7/22,0,2,2
276862476,十权界,诶????我们换个角度想一下，假如有这样一个国家，它曾三度遭到地球母亲背叛，1海啸2地震3火山喷发。然后它入侵了别人，杀了很多无辜的人，摧毁了别人的家园。被打败后投降要救赎，然后把历史书上和这些有关的都删掉了。我们应该怎么看这样一个国家呢？,2024/7/24,0,2,2
86380030,孙大进,"跟黛烟玉玲珑事件太像了

一样的工具人

一样的皮肤建模私货

不知道厂商敢不敢查查自家仙女会（魔女会）",2024/7/22,0,2,2
178864160,一盘酸辣胡桃,这波代入阿帽吧，一个嘴臭的小男孩，犯下种种恶行，居然还有一堆拥簇，加入阿帽神，将取代黄毛！！！[星星眼][星星眼][星星眼],2024/7/23,0,2,2
487516199,里在干森膜,只生不养的仙女会，不被定义不被讨论，沪圈仙女那味噌就上来了,2024/7/26,0,2,2
91462175,仙于点威,"[doge]

猪猪侠：我TM五灵王

向阳：我TM帝皇侠

端木燕：我TM雅塔莱斯

南宫问天：我TM团结力量

摄像头：我TM直接睡",2024/7/25,0,2,2
272242718,青鸢子Qyuan,"知道为什么号价会崩吗？现在一个金5块钱，常驻金不算钱，散兵-50块钱，几百金号带散兵-5%的总价钱。

这正是官方用心良苦，帮大家把号价打下来的啊！???现在大家1000块钱随便买2-3个满命的号让你体验伟大的纳塔人生，原本不愿意玩的人看见号价那么便宜都愿意买一个回来赤赤了??这下纳塔日货又被我酒吧舞策划盘活啦！??让我们好好感谢官方打下来的盛屎江山??愿意卖号的人收获了软妹币，愿意体验世界级时尚新单品的人收获了好屎，原神收获了日活????赢麻了！这盘大棋实在是下的太大了！一举三赢！豪赤！豪赤！豪赤！??",2024/7/25,0,2,2
15739193,小朱朱Jerry,《我付完款出门去，却仍困在游戏里》请品鉴这句话,2024/7/22,0,2,2
503436743,谁问你了_谁问的,"致敬传奇耐睡王黄毛，致敬传奇耐救王黄毛，致敬传奇耐绿王黄毛??

妮露:阿帽，你为什么不把它放在旁边的草地上？[无语]

阿帽:这个黄毛真是羸弱不堪啊[翻白眼]

应急食品:我以为我们才是预言中的勇者??

黄毛:What can I say???",2024/7/23,0,2,2
7868485,鹿屿团子丶,莎士比亚也就图一乐，真世界级剧本还得看咱老米??,2024/7/22,0,2,2
11003288,圣調理人,给猪猪侠五元素都爽玩了，给黄毛只会倒头大睡,2024/7/22,0,2,2
393095104,三天江,风带来故事的种子，时间让他长成摄像头,2024/7/22,0,2,2
2016986074,司源与茵,诶，我这儿刚好有个成品号[妙啊],2024/7/23,0,2,2
385861,zyw6,"鲁大海：那三个代表呢？

周朴园：昨天坐火车回去了。

鲁大海：这三个没骨头的东西，把我们工人给卖了！

周朴园：傻小子，没有经验只会胡喊是不成的[doge]",2024/7/23,0,2,2
38719765,LC蓝凌,前面忘了，诶 ????刚好我这有个成品号,2024/7/23,0,2,2
1153286298,arle_slave,为什么把它放在我的腿上？[难过][难过][难过]这种长得像摄像头的岽（鲁）蛇还是和绿色的草地比较配[难过][难过][难过],2024/7/22,0,2,2
38021646,木兰姐爱吃粥,这还能坚持玩的下去，得是多绿的飞舞龟？？？,2024/7/22,0,2,2
1106428109,神也惧我浮梦,mhy:谁让你们带入黄毛了，选女主代入散兵啊[大笑],2024/7/22,0,2,2
3.49E+15,巴巴乐人,感觉这次活动剧情像是扣出来的幻觉,2024/7/22,0,2,2
456273725,北方の星,他是觉得自己节奏还不够大，应该加大力度[妙啊],2024/7/22,0,2,2
454727294,蓝梦の眼,这波剧情根本就不是12+，简直是 r18+，只有成年人的世界里，才会有这种赤裸裸地摘桃子的戏码，真12+的剧情，一定是主角走到哪赢到哪,2024/7/22,0,2,2
103073100,米池的福报,饭吃完了才发??,2024/7/22,0,2,2
1630098127,死亡呼吸米山,沟槽的双射手，散兵不配比大飞,2024/7/22,0,2,2
206780619,梦儿也会哭嘛,之前还在嘲笑解神者，现在原可以和解神者坐一桌了。[doge],2024/7/29,0,2,2
525334878,夜宴Vera,但是我们的高级审美没问题啊，我们的高级审美，没人能碰我们的高级审美，我们的高级审美还在推塔，原神的第六手准备永远是这两个高级审美，第三个来了第三个来了，三姐妹我们仨保住三姐妹保住我们姐仨，原皮你吃得住我们这个高级审美的伤害吗，原皮还在这个使窝里边打滚，哎有难不玩来了有难不玩来了，原皮的龟壳被踩爆了，哎呀这下他们引以为傲的高级审美也要被秒掉了，而且这个宅男哥的气势已经续上了啊，这样的话wc其他的米家游戏也不好走，绝区零上线能换一个好像也换不了，啊有难不玩这个口号太要命了，哇×2,2024/7/25,0,2,2
1218221963,超大肉包砸,《勇者阿帽和他的红毛正宫以及三个黄毛丫鬟》,2024/7/24,0,2,2
53758997,阿耶识-愿心光明,阿如村里，一名贫穷的孩子在摇曳的烛光下阅读着书籍，希望有朝一日通过自己的努力进入教令院学习摆脱窘境，他从来不会想到，在他朝思暮想的神圣的教令院里，有一名罪犯正在逍遥快活??????,2024/7/24,0,2,2
34610641,一年生书虫,"但凡给把主角换成狗,待遇都会更高",2024/7/27,0,2,2
34610641,一年生书虫,"但凡给把主角换成狗,待遇都会更高",2024/7/27,0,2,2
3.49E+15,v布尔什维克v_,"今天是个美妙的夜晚? 

启动原神4.8开玩? 

氛围欢快童话模板? 

黄毛被拽进书本乐园? 

可莉妈压低帽檐翻开剧本? 

“我们故事现在开始”? 

“摄像机把见证的故事? 

记录在面前的这张白纸”? 

第一位名叫妮露她是故事的公主? 

第二位娜维亚她坐拥星轨的国土? 

第三位其他扮演的勇者他是须弥的腐乳 

最后所有人目光移向我问我扮演的角色是什么 

我看看身份说我是? 

黄毛开朗摄像头 

黄毛开朗摄像头? 

我特长只有昏倒看我垂涎的嘴角? 

黄毛开朗摄像头? 

黄毛开朗摄像头? 

我只是接了任务剧情还不能够跳? 

黄毛开朗摄像头? 

黄毛开朗摄像头? 

我花钱氪金爆米过得还很憋屈? 

黄毛开朗摄像头? 

黄毛开朗摄像头? 

这一段任务剧情和我有鸡毛关系",2024/7/24,0,2,2
1929989709,熏肉味西瓜,我之前还说原神剧情不如fate，现在看是不如一根啊,2024/7/27,0,2,2
1696133444,霓虹町第一自由人焦毕,不懂了吧，这就是阳光开朗大男孩???,2024/7/22,0,2,2
236032175,I紅I葉I,新剧情真不错，大家快去玩吧，都不玩，难道让我玩？[藏狐],2024/7/22,0,2,2
393095104,三天江,ggb五个元素都能成五灵王,2024/7/22,0,2,2
272848837,潸雨淋,难怪刚开服要特意送1700原石[来古-呆滞],2024/7/22,0,2,2
381113694,花亦梦,最后那首《阳光开朗大男孩》升华了主旨。[大笑],2024/7/22,0,2,2
12869728,白话的前奏曲,你觉得你是勇者吗？黄毛小丑：我觉得我是,2024/7/22,0,2,2
625754,萧-辰,这不正好，5.0不用出了直接叫原神2得了,2024/7/24,0,2,2
479153996,十六贤,我都不知道为什么会有这么多人喷这次剧情，这次剧情简直就是封神级别，人物刻画饱满写实，剧情推进环环相扣，让我深刻明白现实中的点点滴滴，希望米哈游继续推出这样封神的剧情，我也十分喜欢，刚好5.0马上来了，是入坑的好时间，可是现在新人入坑门槛高，怎么解决呢，唉???，刚好我有个成品号练度还不错,2024/7/22,0,2,2
505644226,风起雨落浴心,诶，你们这群肯定是连游戏都没玩过就在这云的??，我们O神在米油里可是好评不断，各位不要听他们这些黑子的话，这个夏活版本剧情非常好，诶，如果有新人想入坑的话，正好我这有个满级开服号??,2024/7/22,0,2,2
1661431531,风吹皮皮梁,阳光开朗大黄毛[笑哭],2024/7/23,0,2,2
349425030,只因_蛋,這劇情好比吃飯吃到一半，突然有人翻開覆蓋的陷阱卡把我吃下去的飯全變成石，打了白工還要被噁心，關鍵是還吐不了，已經吃下去了????,2024/8/5,0,2,2
1628925949,琪牙1,阳光开朗摄像头！[吃瓜][嗑瓜子][响指],2024/7/23,0,2,2
31137614,茉莉方世梦依落,你们是不是对黄毛有什么误解？玩家只不过是黄毛随身摄像头，玩家连黄毛都不是！怎么你不服气？那你去重温黄毛在须弥他人记忆里兄妹重逢的剧情，如果非要说黄毛是玩家，那我只能说玩家是不是黄毛处于一种是与否的叠加态。[滑稽]那么问题来了玩家什么时候才是黄毛呢？[滑稽]你要问我是玩家还是黄毛，那我只能告诉你我是玩家，但我是至高意志位格的玩家，厂商需要向我证明它的价值，他的信仰是否纯粹是否忠诚。我可不是那群龟龟位格玩家。[滑稽]为什么关注米游？我至高意志过来看乐子不行？还是说我需要向厂商这种需要向我证明他的信仰是否纯粹是否忠诚的货色，证明我身为至高意志自身的价值？还是说需要像龟龟位格玩家一样跪舔厂商？拜托位格都不是一个层次的，我什么位格？他什么位格？[滑稽],2024/7/23,0,2,2
3447587,Norwest丶,流浪者就是旅行者，旅行者就是流浪者，流浪者当了勇者就是旅行者当了勇者，都是机会,2024/7/27,0,2,2
51532649,Stargaz1ng,五种元素力你给头猪它都能变五灵王,2024/7/22,0,2,2
382193135,陆仙椮,这都是友商带节奏的，刚好5.0马上来了，是入坑的好时间，但是现在新人入坑门槛高，怎么解决呢，欸???，刚好我有个60级成品号，现在入手，马上进入提瓦特成为独一无二的摄像头，体验有自己生活的异世界！,2024/7/23,0,2,2
1290917961,橙染呀,这都是带节奏的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑的好时间，可是现在新人入坑门槛高，怎么解决呢，唉???，刚好我有个成品号,2024/7/22,0,2,2
45151057,QAQ雨若,"阳——

光——

大——

男——

孩——",2024/7/22,0,2,2
150907739,最后6个嘤币,这都是带节奏的，这次更新非常好，我也十分喜欢，刚好5.0来了，天气环境大更新，远征14，24号就开，现在小黑盒打折70元，我在异象等你一起打虫子[妙啊],2024/7/22,0,2,2
2008706374,焚天陨-岩,打码好评，三联送上,2024/7/22,0,2,2
1720308943,白鹭萤火,澄清一下孩子们这不是我这是废物黄毛,2024/7/22,0,2,2
473018527,AI视频总结,"课代表总结：原神4.8剧情解析，剧情跌宕起伏，充满悬念，包含了丰富的角色互动和剧情反转，探讨人性与救赎，引发观众对勇者身份的反思。

--由@一生忽得夏司掌好年华 召唤发送，其他AI工具点头像自取",2024/7/22,0,2,2
202311826,叫我阿药,还有高手？,2024/7/22,0,2,2
11667954,伊织Iori呀,无敌的剧情，无敌的时代????下大棋！????,2024/7/22,0,2,2
406068081,江户川墨染,这都是带节奏的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑的好时间，可是现在新人入坑门槛高，怎么解决呢，欸???，刚好我有个60级成品号，现在入手，马上进入提瓦特成为独一无二的摄像头，体验有自己生活的异世界！,2024/7/23,0,2,2
2008845598,苏俄boy,原神4.8这次剧情非常好，我也十分喜欢，刚好納塔马上来了，是入坑原神的好时间，可是新人入坑门槛高，怎么解决呢，唉，刚好我这有个号????,2024/7/22,0,2,2
361102316,夏日未秧_speak_,非常好剧情，使我号价180度旋转。,2024/7/22,0,2,2
278996299,张筱笙,我的??饲料呢？,2024/7/22,0,2,2
10413438,四剂豆,躺躺躺，总是在挨揍，各位是不懂得985小仙女策划的凉苦用心，要啥元素力出了提瓦特还能用吗，不如改修肉身到哪都不怕，肉身成圣一拳??粉碎深渊，敢惹到旅行啊不摄像头就算是世界树都给你薅秃，哪怕量子之海里的娑推演出来找到都给你抓出来一拳??轰杀??,2024/7/22,0,2,2
32799552,木棉ゅき,原神剧情太棒啦！！！就是鼠标不小心点到卸载键了[吃瓜],2024/7/23,0,2,2
7587245,sa哥の嘤嘤嘤嘤,世界级剧情，太完美了！！！！！！！！！！！！！！！,2024/7/22,0,2,2
2008706374,焚天陨-岩,小螺号私权甲[呲牙],2024/7/26,0,2,2
491061790,摸鱼的郭嘉,最近节奏真多啊，只能希望原神策划不要被这些节奏带偏，安心做自己想做的，我觉得原神现在的设计完全没有问题。,2024/7/25,0,2,2
639373334,原批绝育狗莫挨劳资,我非常喜欢这次的剧情，有一种初次进入精神病院的美[脱单doge],2024/7/22,0,2,2
1208256494,金光眷属,"众黄毛听令！随我出征！

高洁善良的灵魂哦

阿如村里，一名贫穷的孩子在摇曳的烛光下阅读着书籍，希望有朝一日通过自己的努力进入教令院学习摆脱窘境，他从来不会想到，在他朝思暮想的神圣的教令院里，有一名罪犯正在逍遥快活??????

唉????这时有人要问了

为什么万叶会漂泊??

为什么神里家会没落??

为什么雷电五传会失传??

为什么须弥人差点沉浸在梦中醒不过来

为什么妮露自个差点被别人利用似掉??

你说呢，高洁而又善良的???

????这时有人又要问了

为什么女士会黑化??

为什么狼王只剩残魂??

为什么四风守护只剩西风了??

你说呢，杜林??

你以为换上另一副面貌，改成另一个身份，往日的罪孽就能一笔勾销了？——星核猎手 刃

想要了解赛诺·其三

比起「为什么做」，我更看重「做了什么」。因为这个世界上有成千上万种理由，有时你听到那些理由，会觉得做了错事的人情有可原，甚至觉得旁人对他们太过苛责。劣势方总是容易引起别人的同情，但审判者却要摒弃这种情绪。情有可原，但罪无可赦。



你，恢复了赐福森林，修复了星轨王城。和众人一起收服了邪龙，却因为勇者之剑不是在你的身上开始了怨恨，可是赐福森林只知道一个黄毛勇者和它们的仙子一起让森林恢复了生机然后一起去星轨王国寻求预言女神，最后邪龙也被收服，星轨王国的居民也只知道，一位黄毛勇者和赐福仙子来到王国，和国王一起平息了王国的危机并一起去讨伐恶龙，最后邪龙被收服了，看吧，这里的居民都认为你才是那个勇者，你却因为勇者之剑不在你的身上而怀恨在心收起

真的，全是节奏，为了黑而黑，这次的剧情多好，地图多好，马哈游应该得到夸赞而不是现在这样

真的希望米哈鱼不要被这些流言蜚语影响到，只有一直坚持自己的初心，才能走出独一无二的风采，那才是大家所期望的

希望在纳塔也能看到阿帽出场，时间会证明一切

对了，我这里有一个六十级成品号，交个朋友（纯复制[doge]）",2024/7/26,0,2,2
1648756007,bili_42336200215,五元素给头猪都成五灵王了??,2024/7/23,0,2,2
104634297,没有动漫的日子,原神这都是被带节奏的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑原神的好时间，可是现在新人入坑门槛高以往人权卡角色抽不到，怎么解决呢，唉，刚好我这有个成品号????,2024/7/25,0,2,2
341238437,圣影-落华流芳,"崩坏三主角是清洁工，会空中劈叉

原神主角是摄影师，会倒头就睡

崩铁和绝区零的主角是啥先暂定，不过估计未来会出大雷

兄弟们，我就是吃屎赶不上热的，米哈游的游戏就是未来拉屎未来吃，未来不拉我不吃[doge]，禁止擅自期待，擅自破防",2024/7/22,0,2,2
7254398,新派理学家,真-阳光开朗大男孩了。,2024/7/22,0,2,2
1527493311,君莫笑4477,不懂就问原神是下棋游戏吗[嗑瓜子],2024/7/24,0,2,2
640717097,落木枭,我超弹幕居然有人说卡洛斯联盟[笑哭]泪目了,2024/7/22,0,2,2
353836713,雨后のlemontree,Gen.G简直就是小螺号在提瓦特的人间体啊[星星眼],2024/7/24,0,2,2
59276,嗯哼大王vv,太顶级了[嗑瓜子],2024/7/24,0,2,2
72529635,卡布奇诺栗鼠,顶级剧情,2024/7/23,0,2,2
511579274,急人自有天降,诶??不对，看过夏洛特的朋友都知道，能力越多，承受压力越大??我们黄毛大人本来只是摄像头成精，但把配音切到米的故乡就知道了??黄毛获得的元素越多越强，但是越多也就越傻，这下破案了，是米的故乡干的,2024/7/23,0,2,2
411335456,2019656,就这么干，加大力度，原神策划多来点这种世界级剧情[支持][支持][支持][支持],2024/7/23,0,2,2
287489919,偶滴狂三,大胆！原神岂是尔等无用之物可以比拟的？原神的服装设计和建模都是顶级的，原神的玩法更是丰富多彩，元素反应玩法变化多样，趣味无穷，圣遗物系统更是锦上添花，剧情虽然有些晦涩难懂，但是理解之后，就会发现可谓二游之巅峰！但是由于卡池是轮回更替，有些萌新就找不到自己喜欢的角色开荒，并且养成也比较麻烦，这不是巧了吗？??，我这里刚好有一个成品号，刷怪跟切菜一样，买我号包赚的兄弟,2024/7/23,0,2,2
360688489,有一个大妖怪,大胆！原神岂是尔等无用之物可以比拟的？原神的服装设计和建模都是顶级的，原神的玩法更是丰富多彩，元素反应玩法变化多样，趣味无穷，圣遗物系统更是锦上添花，剧情虽然有些晦涩难懂，但是理解之后，就会发现可谓二游之巅峰！但是由于卡池是轮回更替，有些萌新就找不到自己喜欢的角色开荒，并且养成也比较麻烦，这不是巧了吗？[响指]??，我这里刚好有一个成品号，刷怪跟切菜一样，买我号包赚的兄弟,2024/7/23,0,2,2
21663629,小巷派打油诗协会,我就说散兵出场怎么没有草神呢？[脱单doge],2024/7/23,0,2,2
143563896,只有教训才不会骗人,这都是带节奏的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑的好时间，可是现在新人入坑门槛高，怎么解决呢，欸???，刚好我有个60级成品号，现在入手，马上进入提瓦特成为独一无二的摄像头，体验有自己生活的异世界！,2024/7/23,0,2,2
243767932,SwordSaint廻,绮良良：所有人都有资格说我划水背景板工具锚，唯独你黄毛没资格！[doge],2024/7/23,0,2,2
2156608,UBIboy,摄像头是不是还得谢谢散兵把他放妮露腿上[弥希Miki_傲娇],2024/7/22,0,2,2
324289044,春月野沙罗,米家这是在致敬永世经典《勇者救恶龙》,2024/7/22,0,2,2
4377932,Chrysler科乃斯勒,[喜极而泣]白毛绯脊背一出口就是刀刀暴击打在黄毛身上，这么多年了没被做成东坡肉也是无敌了,2024/7/22,0,2,2
82699222,月技师,散兵：有男不玩.jpg,2024/7/22,0,2,2
651866444,永远喜欢Ayaka,世界级剧情[doge][doge][doge],2024/7/22,0,2,2
8496232,千岁长华,这次的剧情可以概括成：崩坏：星穹铁道,2024/7/22,0,2,2
399965267,繁星白云,怎么不算世界级呢，毕竟是主角啊帽的剧情[打call],2024/7/22,0,2,2
341641603,西宫sama,如果有人过完剧情还觉得自己没有代入感，找不到理由继续爆米，那么把自己名字改成阿帽，散兵名字改成旅行者就完美解决了[脱单doge],2024/7/22,0,2,2
82350214,MSCG莫守陈规,下大棋,2024/7/22,0,2,2
300116,_高町奈叶,为啥摄像头也渲染出来了,2024/7/22,0,2,2
502014687,彻寒天周得搅,这么世界级的剧情，你不玩，他不玩，难道要我玩？????????,2024/7/22,0,2,2
1867451384,莽夫开山,玩家是这样的，策划只需要给其他洗白开后宫就行了，而玩家赤石考虑的就多了[笑哭],2024/7/22,0,2,2
28438192,笨拙至极的阿桑,我们仨,2024/7/22,0,2,2
1999500519,理论派空想家,我已完成本期双射手大学习,2024/7/22,0,2,2
43448420,爷的本体,大胆，摄像头要是摔坏了，你怎么记录生活？[生气],2024/7/22,0,2,2
453548073,Linuzx,在座各位包括我都是赤石仙人，给大家一条明路，来今州当皇帝吧[脱单doge],2024/7/22,0,2,2
36865844,不啻梦呓,摄像头这么能睡是不是玩??玩的[呲牙],2024/7/23,1,1,2
349329241,陌嵇迮,世界名画，主角在聊天,2024/7/23,1,1,2
526011951,傲娇诚可贵,"能看到原神的剧情蒸蒸日上步步登天，我真是太开心了。

看来堂主不愿意回提瓦特是很明智的选择。

只可惜天天大雨，没有机会带她出去逛街买新衣服。

下大雨，大雨还在下？大棋也能下！

回头我觉得可以麻烦堂主帮我给《大棋还在下》填个词。

整个活搞个这个系列的OP，大家看怎么样？



哈哈哈，她同意了，开工开工！



审核辛苦了，还请大家多多三连哦~",2024/7/22,1,1,2
85622921,一艘太空飞船,"趁着黄毛晕倒了，散兵用风元素力卸去妮露的衣服，伸手抓住妮露的两只牛角[吃瓜]

妮露：你干嘛呀，这有人看着呢！[害羞]

阿帽微微一笑，挥手招来一阵怪风，将黄豆妹与小猫娘的衣物尽数散去。[滑稽]

阿帽大笑道：很简单把你们一块弄了不就是了[偷笑]

三女纷纷羞红了脸，算是默认了这种行为。[嗑瓜子]

散兵看的兽性大发，用各种奇淫巧技将三女折腾了整整一个下午……??

完事后，阿帽将黄毛的头枕在妮露腿上，说道：你赶紧麻利点把他叫醒。[抠鼻]

妮露不解道：你把他放我腿上干嘛啊！丢地上不好吗？真的是！??

阿帽微微一笑：你懂什么，他可是惦记了你身子很久了，这不，你刚好出了新衣服，哄哄他，让他把帮你新衣服先拿下。??

黄毛醒后睁开眼睛就看到了妮露的下巴，发现他自己竟睡在了妮露的腿上：唉呀我怎么睡在妮露的腿上！我真幸福啊??大家也都很开心呢！??

妮露装出娇羞的样子说到：（ 4fw）人家衣服不小心被你弄坏了……（妮露内心：你**谁，我跟你很熟吗？要不是住在净善宫阿帽哥哥帮了我忙，我连跳舞的梦想都完成不了）

黄毛定睛一看！妮露果真是衣服损坏了不少！买买买！我给你买新的！??（）",2024/7/25,1,1,2
323079174,喵酱与花椒皆失,什么叫提瓦特大少啊[微笑],2024/7/23,1,1,2
414658880,dark黑狗,"找不到学长怎么办？

诶????我有个好地方

BV1iF411y7Ks",2024/7/25,1,1,2
12123219,骚沝,"迪卢克！开服T0火大剑 登龙的力量。正e人是在此空大卢姥爷！

琴团长！蒙德砍王就是 逃课的力量。疯鸭剑~超上天 雷荧讨债人的亲爹！

玉横星！金丝虾球迸发出双e的力量 璃月雷神刻晴猫猫

莫阿斯托洛吉斯·莫娜·梅姬斯图斯！她有挂水增伤占扑的力量

还有七七侠！她是你抽卡保底歪的铠甲",2024/7/22,1,1,2
254304344,李姜煜,阿！（突然破音）帽,2024/7/22,1,1,2
408486619,怎喜歡妳_15級牌牌,提瓦特太陽能攝像頭-陽光開朗見證者,2024/7/24,1,1,2
393238516,こころが晴れる,15:00直奔主题开始小火车跳崖，我最喜欢的阿帽出马??,2024/7/22,1,1,2
179099037,周釐,奇书疑云加个餐吧,2024/7/24,1,1,2
2911528,幻剑kawayi,传奇仙女小螺号[吃瓜],2024/7/22,1,1,2
287765533,Yehxxxxx10186,沟槽的jdg公式啊，公公又式式,2024/7/22,0,1,2
3.55E+15,porroland,草地上启动原神，对吗,2024/7/22,0,1,2
429300839,蓝毒菌,"策杖欲西还









划然变轩昂









没雁云横楚









妈唤桥上人









的的三年梦









玩物欣良时









意气何坚刚

????",2024/7/25,0,1,2
11276069,苕厌厌,你这最后一首歌值得单出一个视频啊@黑椒糖唯酢,2024/7/22,2,0,2
32970709,一个普通的宅,我嘞个高洁而善良的灵魂啊，愿米桑保佑你！,2024/7/25,2,0,2
80043118,喷气水好快乐,退游了再看，真是太快乐了哈哈哈哈哈哈哈[大笑][大笑][大笑],2024/7/24,2,0,2
46348450,寐san,阳光开朗，大男孩能单出一个视频吗？每天溜一遍,2024/7/22,2,0,2
25994207,格里恩温希尔,作为搞笑剧情它成功逗我笑了,2024/7/23,2,0,2
7668975,呆呆没脑脑,最后真是绝杀！天才！,2024/7/22,2,0,2
172523486,多少加点油吧,挺好的呀，现在还能给我带来乐子,2024/7/23,2,0,2
498126011,柊ウテナ,天才！[喜极而泣],2024/7/23,2,0,2
544449019,纱绫小宝,大胆！原神岂是尔等无用之物可以比拟的？原神的服装设计和建模都是顶级的，原神的玩法更是丰富多彩，元素反应玩法变化多样，趣味无穷，圣遗物系统更是锦上添花，剧情虽然有些晦涩难懂，但是理解之后，就会发现可谓二游之巅峰！但是由于卡池是轮回更替，有些萌新就找不到自己喜欢的角色开荒，并且养成也比较麻烦，这不是巧了吗？????，我这里刚好有一个成品号，刷怪跟切菜一样，买我号包赚的兄弟,2024/7/23,2,0,2
269258,紫夜葬侯,你们这波都错了，代入女主就是真勇者英雄救美，没毛病,2024/7/22,2,0,2
1671188322,爱莉希雅味的碎冰冰,黑椒糖在微博已经被??解挂了[doge],2024/7/23,1,0,2
283361408,趋受宽,多埋几个雷，热度就上来了，策划的目的就达到了。,2024/7/23,1,0,2
400779559,安德森森森s,不如二创剧情有意思，大伙还是给搞二创的up点赞投硬币吧，人家起码给你吃好的[点赞]给老米爆金币性价比太低了[妙啊],2024/7/22,1,0,2
